K,seed,rmse,cost,ISE,IAE,solve_mean,solve_var,solve_p95,sigma_mk_mean,sigma_mk_var,sigma_mk_min,sigma_mk_p10,slack_mean,slack_var,slack_max,K_opt_mean,K_opt_var,K_opt_min,K_opt_max,solver_opt_rate,solver_nonopt_count
860,1,0.13116216225535235,0.2756023534627762,5.2385386157537744e-05,6.391152253728566e-05,56.363702493254095,53.33666920572516,63.96529488265513,0.7051007102279323,2.9765681705963787e-05,0.6879236847368881,0.6982591319155597,9.676541866326642e-05,3.7239679263464816e-10,0.0001832904475147878,860.0,0.0,860.0,860.0,1.0,0.0
860,2,0.13115535355178876,0.27571881625743033,5.2340895074798144e-05,6.39954024670439e-05,57.38987524877302,49.28796339530992,65.3494198922999,0.7041499818088266,4.179438291467069e-05,0.6787702775793297,0.6956821401914377,9.356078119722132e-05,4.082738047930491e-10,0.00020148555373262917,860.0,0.0,860.0,860.0,1.0,0.0
860,3,0.13149170168443033,0.2771716626865373,5.246099849661917e-05,6.416747923812048e-05,55.00884150271304,33.91138898562249,62.02383004128932,0.7041350968800737,4.402755127791095e-05,0.6757041519790317,0.6956764755924368,9.466541005979646e-05,4.1877962046392274e-10,0.00020975078006539355,860.0,0.0,860.0,860.0,1.0,0.0
860,4,0.13062267171532618,0.2733197452669655,5.2174495118895595e-05,6.350801381241099e-05,54.7933849983383,33.08231363662869,60.697689885273576,0.7039951106297948,4.4519871698030976e-05,0.6864792168171343,0.6946661673075943,9.190420447241276e-05,3.719130772092563e-10,0.00017484315234145195,860.0,0.0,860.0,860.0,1.0,0.0
910,0,0.132750796207,0.2823480301792946,5.301212978481067e-05,6.406071089372654e-05,51.78799149405677,25.53678087636529,56.44689999753609,0.7290045575294475,2.0752184217121538e-05,0.7045234114847352,0.7227514170753155,9.022793795286748e-05,3.4710352363412397e-10,0.0001839238850483624,910.0,0.0,910.0,910.0,1.0,0.0
910,1,0.1323701444846234,0.28067525554807615,5.287099355801049e-05,6.411877088534322e-05,55.42346449859906,64.44360637187695,67.06786992726846,0.7292760898106679,2.088479840008338e-05,0.7144751046832489,0.7226094792434954,9.663669689932417e-05,2.5169299311569915e-10,0.00016674272303357355,910.0,0.0,910.0,910.0,1.0,0.0
910,2,0.1329769336943478,0.28337937587029943,5.3078039337596686e-05,6.428206886833712e-05,54.91573774605058,52.29114970252118,62.2824250604026,0.7295119936327369,2.1723098563696235e-05,0.7041922735816601,0.7239813249601974,8.96311880678452e-05,3.7327374083186277e-10,0.00018199112739656845,910.0,0.0,910.0,910.0,1.0,0.0
910,3,0.13328217444453305,0.28472286169438743,5.318539242341051e-05,6.434679504869415e-05,53.19187774963211,39.39855998591023,60.19467510050162,0.7293219960353647,2.119035546141697e-05,0.6999215454127051,0.7243137659759195,9.317898223103924e-05,3.080044898667305e-10,0.00018624755172828012,910.0,0.0,910.0,910.0,1.0,0.0
910,4,0.13250114937884572,0.28119892241801864,5.293465438764621e-05,6.393124679851945e-05,55.09756525920238,66.30765490883502,64.31566005339846,0.7297332343313081,1.7493438065832293e-05,0.7145039663103447,0.7239819975360073,9.057823943569974e-05,3.270782385955078e-10,0.0001466839597552766,910.0,0.0,910.0,910.0,1.0,0.0
960,0,0.13295355650972213,0.2831850345986631,5.309131597665184e-05,6.409319959230018e-05,51.483082997146994,33.266391345105696,56.64386997232211,0.7495566910535857,1.1222626422858137e-05,0.7358912891326221,0.7458151431418663,9.230263967136579e-05,2.1232617889276072e-10,0.00016263121146359544,960.0,0.0,960.0,960.0,1.0,0.0
960,1,0.13242335276909098,0.2808877516527366,5.289146422599143e-05,6.410903063742134e-05,53.64035325299483,60.28027750431028,61.392650043126196,0.7503357675165785,1.2792873087608494e-05,0.7378604977261031,0.7461660811507654,9.663125396608738e-05,2.1720739448498998e-10,0.00015630590384999369,960.0,0.0,960.0,960.0,1.0,0.0
960,2,0.1329014574304907,0.28304340506930337,5.304540122384963e-05,6.425761386668176e-05,54.64347874862142,77.9961960846836,62.92497494723648,0.7491378321647695,1.638613164873989e-05,0.7316164280640265,0.743719687843977,9.516029153753099e-05,2.2635086728466574e-10,0.00016957392918056906,960.0,0.0,960.0,960.0,1.0,0.0
960,3,0.13352662974677118,0.28574718071081495,5.328343970287856e-05,6.437115481092421e-05,53.14568950096145,32.78937013241081,60.02161501673981,0.7503628945533068,1.5036833228515462e-05,0.7312795301263535,0.7456558060765308,9.171745787486869e-05,2.595252946904596e-10,0.00018041659757204363,960.0,0.0,960.0,960.0,1.0,0.0
960,4,0.1323920345979836,0.28072574591815863,5.289071651665755e-05,6.393620293794128e-05,54.67433549987618,78.7935838576409,72.85675999009976,0.7497412311675081,1.259774512770518e-05,0.7394202734518768,0.7455473101107609,9.327439262974129e-05,2.462543509045635e-10,0.00014041858386798628,960.0,0.0,960.0,960.0,1.0,0.0
